序号,ID,商品,现价,原价,商品网址,店铺,店铺网址,图片网址,数量,分类,rule_id,seller_id,app_id,application_id,sid
486,520328228857,丝蕴无硅水润洗发露,65.00,109.80,//item.taobao.com/item.htm?id=520328228857,淇滨日用美妆馆,//xiuv.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1CRBRKFXXXXcPXXXXSutbFXXX.jpg,8334,meizhuangxihu,-1,2559551444,5242423433782,5242423433782,282638
487,523041722285,威露士极是无硅油洗发水,79.90,259.00,//item.taobao.com/item.htm?id=523041722285,威露士日化生活馆,//weilushi.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1fqCPKFXXXXX7XFXXSutbFXXX.jpg,24254,meizhuangxihu,-1,2102242465,5271245623782,5271245623782,282638
488,42146718699,日本Fino渗透护发膜,55.00,79.00,//item.taobao.com/item.htm?id=42146718699,腻娃小卖部,//ninishare.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1xbK6KFXXXXa2XFXXSutbFXXX.jpg,6969,meizhuangxihu,-1,1951805190,5280243333782,5280243333782,282638
489,9017232570,大容量德国施华蔻发膜1L,64.00,250.00,//item.taobao.com/item.htm?id=9017232570,阿甘香港美发,//aganhk.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1c4IdKpXXXXaLXXXXSutbFXXX.jpg,212839,meizhuangxihu,-1,57034716,5195564283782,5195564283782,282638
490,40535635971,爱茉莉护发精华油,46.00,59.00,//item.taobao.com/item.htm?id=40535635971,雨儿化妆品,//cheng915.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1FHQZKFXXXXcLXpXXSutbFXXX.jpg,4840,meizhuangxihu,-1,10472505,5347728923782,5347728923782,282638
491,17071371507,进口卡诗双重菁纯修护液,235.00,325.00,//item.taobao.com/item.htm?id=17071371507,芝曼专业护发,//zhiman.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1W8ZHKpXXXXaDXVXXSutbFXXX.jpg,4333,meizhuangxihu,-1,6098,5214365043782,5214365043782,282638
492,36732099249,一搓黑染发膏正品一洗黑,69.00,138.00,//item.taobao.com/item.htm?id=36732099249,瀚辰制药,//shop101623695.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1no9fKVXXXXavXpXXSutbFXXX.jpg,25994,meizhuangxihu,-1,229764587,5238489853782,5238489853782,282638
493,2113191693,花王泡沫染发膏,48.00,65.50,//item.taobao.com/item.htm?id=2113191693,妆客ZANK,//zank.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1yNWGKVXXXXa1XXXXSutbFXXX.jpg,13439,meizhuangxihu,-1,13800433,5211580413782,5211580413782,282638
494,15397924922,藤雅魔发梳第五代买一送7,109.00,118.00,//item.taobao.com/item.htm?id=15397924922,藤雅魔发梳正品店,//580tuan.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB11yxZKVXXXXbVaXXXSutbFXXX.jpg,36031,meizhuangxihu,-1,43612951,5241764393782,5241764393782,282638
495,38654102916,施华蔻魅惑娃娃泡泡染发膏,57.00,89.00,//item.taobao.com/item.htm?id=38654102916,我的小熊牛,//bbee.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB16PJYKVXXXXb6aXXXSutbFXXX.jpg,8104,meizhuangxihu,-1,361498042,5293524753782,5293524753782,282638
496,522124199389,日本进口发泥奶奶灰发蜡,188.00,258.00,//item.taobao.com/item.htm?id=522124199389,INNX光头掌柜,//innx.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1yNU9KpXXXXaBXXXXSutbFXXX.jpg,2088,meizhuangxihu,-1,11832729,5215269573782,5215269573782,282638
497,44011216188,德国完美造型强力定型喷雾,28.80,36.00,//item.taobao.com/item.htm?id=44011216188,MyHoney,//myhoney2015.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1ihSpKVXXXXanXXXXSutbFXXX.jpg,94902,meizhuangxihu,-1,777264178,5281388243782,5281388243782,282638
498,520787391451,韩国碎发整理膏 30ml,29.00,98.00,//item.taobao.com/item.htm?id=520787391451,韩国诺霖美发,//nuolinhair.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1P4E7KpXXXXXnXFXXSutbFXXX.jpg,5827,meizhuangxihu,-1,722953370,5224480733782,5224480733782,282638
499,45703279625,沙宣持久定型强力发胶清香,26.80,52.50,//item.taobao.com/item.htm?id=45703279625,洁美妆业倾心造型,//shop117028276.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1r9qxKVXXXXX.XXXXSutbFXXX.jpg,6430,meizhuangxihu,-1,2449914545,5248340663782,5248340663782,282638
500,3795429752,贝加尔啫喱膏保湿定型,20.00,35.00,//item.taobao.com/item.htm?id=3795429752,梦艺理发用品,//shop59162989.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1_QrGIFXXXXXqapXXSutbFXXX.jpg,103548,meizhuangxihu,-1,290283209,5265360983782,5265360983782,282638
501,9574987718,美国体己发蜡棒动感塑型膏,70.00,138.00,//item.taobao.com/item.htm?id=9574987718,发丝飞扬,//fsfly.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1Qux5KFXXXXa8XVXXSutbFXXX.jpg,903,meizhuangxihu,-1,48864556,5258541303782,5258541303782,282638
502,40908908483,可爱女生长卷发假发,60.80,88.00,//item.taobao.com/item.htm?id=40908908483,艾利丝假发店,//84117.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1SgibKVXXXXa5XFXXSutbFXXX.jpg,24623,meizhuangxihu,-1,1013377326,5227927183782,5227927183782,282638
503,17808061952,高端时尚假马尾 逼真自然,40.00,86.00,//item.taobao.com/item.htm?id=17808061952,蜜丝美发小铺,//54miss.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1f41eKVXXXXc.XpXXwu0bFXXX.png,13727,meizhuangxihu,-1,115696011,5259443453782,5259443453782,282638
504,42869716380,假发真发混丝短发短卷头套,66.80,136.00,//item.taobao.com/item.htm?id=42869716380,贝丝特精品店,//best-wig.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1P7P.KpXXXXbdXVXXSutbFXXX.jpg,11236,meizhuangxihu,-1,449594824,5201720673782,5201720673782,282638
505,41595556371,日本资生堂深层滋养护手霜,33.00,123.00,//item.taobao.com/item.htm?id=41595556371,美日心情狐狸美妆,//hlj68.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB15ONgKFXXXXalXpXXSutbFXXX.jpg,12068,meizhuangxihu,-1,22124714,5226508333782,5226508333782,282720
506,41412780917,魔法森林桃子护手霜,23.00,60.00,//item.taobao.com/item.htm?id=41412780917,小云韩妆,//itsskins.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1lXkZKpXXXXcJXXXXSutbFXXX.jpg,16660,meizhuangxihu,-1,277526273,5210529003782,5210529003782,282720
507,42019139698,芝士奶酪防干滋润护手霜,24.00,48.00,//item.taobao.com/item.htm?id=42019139698,树琳名妆,//shenheise.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1kLtHKFXXXXbhXpXXSutbFXXX.jpg,2337,meizhuangxihu,-1,32640712,5241101423782,5241101423782,282720
508,36891121391,滋润保湿蜗牛护手霜3支,19.50,78.00,//item.taobao.com/item.htm?id=36891121391,玉丽百合,//shop33915402.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1FcWHKFXXXXX_XFXXSutbFXXX.jpg,45143,meizhuangxihu,-1,27837615,5265446723782,5265446723782,282720
509,4532808917,OPI 护手霜6个装,58.00,79.00,//item.taobao.com/item.htm?id=4532808917,果冻名妆,//aiguodong.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB10jdaKFXXXXbbXpXXSutbFXXX.jpg,84651,meizhuangxihu,-1,11911467,5224047763782,5224047763782,282720
510,520556563840,清体养颜排毒去湿气,29.90,49.00,//item.taobao.com/item.htm?id=520556563840,津津美丽养生堂,//fangsheng09.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1rwooKpXXXXXwXpXXSutbFXXX.jpg,95642,meizhuangxihu,-1,278222697,5199808473782,5199808473782,282720
511,521263678496,通便安眠排浊养颜祛湿足贴,29.90,129.00,//item.taobao.com/item.htm?id=521263678496,韩国叶语品牌店,//shop66726704.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1x7g_KpXXXXb.XVXXSutbFXXX.jpg,83713,meizhuangxihu,-1,705547338,5230908763782,5230908763782,282720
512,45379386858,英国Compeed护脚膏,49.00,56.80,//item.taobao.com/item.htm?id=45379386858,猫薄荷,//catnips.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1T9YWKpXXXXcUXFXXSutbFXXX.jpg,1021,meizhuangxihu,-1,929160433,5196125483782,5196125483782,282720
513,41202259524,树之惠中村足贴30枚盒,84.00,135.00,//item.taobao.com/item.htm?id=41202259524,zxy开心屋,//cocozxy.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1fqBaKFXXXXcOXVXXSutbFXXX.jpg,3822,meizhuangxihu,-1,404806556,5234222093782,5234222093782,282720
514,522667117555,菲诗小铺香水沐浴露3瓶,88.00,179.00,//item.taobao.com/item.htm?id=522667117555,LG生活健康,//shop35739178.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1fZgVKFXXXXaCXVXXSutbFXXX.jpg,47923,meizhuangxihu,-1,98250172,5192449773782,5192449773782,282720
515,18618909011,英国美体小铺 果香沐浴露,38.00,98.00,//item.taobao.com/item.htm?id=18618909011,108SHOP,//108tbs.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB10Wc7KFXXXXXSXXXXSutbFXXX.jpg,13445,meizhuangxihu,-1,23755271,5263701203782,5263701203782,282720
516,520596319703,朴尔因子樱花沐浴露,49.00,69.00,//item.taobao.com/item.htm?id=520596319703,朴尔因子护肤,//purefactor.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1x1J7KFXXXXXjXpXXSutbFXXX.jpg,7885,meizhuangxihu,-1,1710118724,5250681023782,5250681023782,282720
517,17326400705,茱莉蔻玫瑰沐浴露,99.99,201.99,//item.taobao.com/item.htm?id=17326400705,美阁庄园全球护肤,//mounoo.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1xQ7CKpXXXXaRXVXXSutbFXXX.jpg,389,meizhuangxihu,-1,95526310,5210608323782,5210608323782,282720
518,41620570041,意大利东方宝石精油沐浴露,59.00,118.00,//item.taobao.com/item.htm?id=41620570041,迪拜港,//leondb.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1ZD5vKFXXXXXVXVXX1rlbFXXX.JPG,996332,meizhuangxihu,-1,24571324,5266901503782,5266901503782,282720
519,43348602189,雅顿绿茶身体乳 送手霜,49.00,300.00,//item.taobao.com/item.htm?id=43348602189,柚子美代,//wbeauty.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB16QpyKFXXXXX5XXXXSutbFXXX.jpg,18749,meizhuangxihu,-1,23058580,5229567483782,5229567483782,282720
520,18519721165,凡士林身体乳400ml,32.00,88.00,//item.taobao.com/item.htm?id=18519721165,完美视妆彩妆店,//wm1881.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1GhQjKFXXXXbNXVXXSutbFXXX.jpg,28748,meizhuangxihu,-1,82047400,5214405583782,5214405583782,282720
521,4829506439,多芬身体乳300ml,27.00,49.00,//item.taobao.com/item.htm?id=4829506439,高雄女人坊,//tw66.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1r1ZOKFXXXXX4XVXXSutbFXXX.jpg,407,meizhuangxihu,-1,75214933,5227788953782,5227788953782,282720
522,43976939147,日本身体去角质磨砂膏,150.00,175.00,//item.taobao.com/item.htm?id=43976939147,猫薄荷,//catnips.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1U7rKKpXXXXb1aXXXSutbFXXX.jpg,395,meizhuangxihu,-1,929160433,5196302713782,5196302713782,282720
523,10772165359,台湾家芙纳恬静 私处面膜,412.10,458.00,//item.taobao.com/item.htm?id=10772165359,有机达人,//organictalent.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB17URvKFXXXXcOXFXXSutbFXXX.jpg,4661,meizhuangxihu,-1,614253156,5241162793782,5241162793782,282720
524,521171194393,协和医学丰胸美乳霜,29.80,698.00,//item.taobao.com/item.htm?id=521171194393,百分百放心正品店,//tebebest.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1SItDKFXXXXXFXFXXSutbFXXX.jpg,147957,meizhuangxihu,-1,1059069684,5240366243782,5240366243782,282720
525,16203520759,原装进口泰国圣荷丰胸霜,399.00,580.00,//item.taobao.com/item.htm?id=16203520759,圣荷品牌店,//shop36409359.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1.T9wKFXXXXbRXVXXSutbFXXX.jpg,5800,meizhuangxihu,-1,54038589,5266109633782,5266109633782,282720
526,38677029982,femfresh私处护理,45.00,65.00,//item.taobao.com/item.htm?id=38677029982,腻娃小卖部,//ninishare.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1i_s3KFXXXXbqXpXXSutbFXXX.jpg,6484,meizhuangxihu,-1,1951805190,5280322703782,5280322703782,282720
527,37119609216,美沫艾莫尔马鞭草酮迷迭香,195.00,999.00,//item.taobao.com/item.htm?id=37119609216,美沫艾莫尔,//moamour.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1XH9OKFXXXXanXFXXSutbFXXX.jpg,2790,meizhuangxihu,-1,405736807,5271262783782,5271262783782,282720
528,18173922025,保加利亚进口有机玫瑰纯露,88.00,95.00,//item.taobao.com/item.htm?id=18173922025,鱼上水不止是纯露,//yushangshui.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB17cM5KpXXXXanXXXXSutbFXXX.jpg,11695,meizhuangxihu,-1,370956987,5213564293782,5213564293782,282720
529,3391600628,阿芙神采美目眼部复方油,89.00,129.00,//item.taobao.com/item.htm?id=3391600628,阿芙afu,//365pp.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1Gy0vKVXXXXbeaXXXSutbFXXX.jpg,11450,meizhuangxihu,-1,293009952,5380566663782,5380566663782,282720
530,39347224184,清风抽纸18包3600抽,45.90,120.00,//item.taobao.com/item.htm?id=39347224184,百迅商贸,//365baixun.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1LSRzKVXXXXbrXpXXSutbFXXX.jpg,4828,meizhuangxihu,-1,475240813,5241082213782,5241082213782,282796
531,43093627766,泉林本色 母婴专用抽纸,59.90,156.00,//item.taobao.com/item.htm?id=43093627766,泉林本色明星店,//shop109908380.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1a08pKVXXXXckXFXXSutbFXXX.jpg,14516,meizhuangxihu,-1,670381852,5202021773782,5202021773782,282796
532,44764378719,清风有芯卷纸3层32卷,49.90,129.00,//item.taobao.com/item.htm?id=44764378719,清风纸业真品店,//qfzpd.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1MNhMKVXXXXXDXXXXSutbFXXX.jpg,7394,meizhuangxihu,-1,2361592696,5276201453782,5276201453782,282796
533,520853582970,洁柔百花香3层抽纸18包,48.90,99.00,//item.taobao.com/item.htm?id=520853582970,志鸿生活馆,//zhi-hong.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1EZM9KpXXXXc8XVXXSutbFXXX.jpg,2194,meizhuangxihu,-1,371338955,5232520623782,5232520623782,282796
534,44140424319,维达卡通手帕纸8条80包,29.80,108.00,//item.taobao.com/item.htm?id=44140424319,佳佳商贸纸品店,//shop36921444.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1144NKFXXXXXXXpXXSutbFXXX.jpg,2576,meizhuangxihu,-1,123080874,5240742613782,5240742613782,282796
535,523251611120,苏菲 大包装日夜96片,59.90,128.00,//item.taobao.com/item.htm?id=523251611120,念佳生活,//nianjiashenghuo.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB17ElJKVXXXXbjXXXXSutbFXXX.jpg,29184,meizhuangxihu,-1,723503621,5284807923782,5284807923782,282796
536,521820526143,洁婷透气棉柔卫生巾,55.90,119.80,//item.taobao.com/item.htm?id=521820526143,洁婷品牌自营店,//ladycare.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1WxFJKVXXXXbyXXXXSutbFXXX.jpg,8909,meizhuangxihu,-1,75419289,5267124053782,5267124053782,282796
537,521070021913,韩国贵爱娘4包组合装,89.00,118.00,//item.taobao.com/item.htm?id=521070021913,麦琪韩妆,//meqe.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB12.JAKVXXXXa5XpXXSutbFXXX.jpg,4773,meizhuangxihu,-1,107146238,5233026293782,5233026293782,282796
538,42473327758,七度空间纯棉日夜用12包,68.90,139.80,//item.taobao.com/item.htm?id=42473327758,七度空间专柜,//space7.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1mLRNKVXXXXXYXXXXSutbFXXX.jpg,30347,meizhuangxihu,-1,1726225219,5272607473782,5272607473782,282796
539,44970152995,ABC卫生巾棉柔纯棉组合,55.80,118.00,//item.taobao.com/item.htm?id=44970152995,花漾初我,//shop119343018.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB11658KVXXXXXNapXXSutbFXXX.jpg,3610,meizhuangxihu,-1,806473051,5297645003782,5297645003782,282796
540,44782066735,威露士洗衣液8瓶装三季量,99.00,269.00,//item.taobao.com/item.htm?id=44782066735,威露士日化生活馆,//weilushi.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1mcNBKVXXXXbFXpXXSutbFXXX.jpg,87285,meizhuangxihu,-1,2102242465,5271828613782,5271828613782,282796
541,44526883706,立白百合馨香洗衣液8大瓶,89.90,249.90,//item.taobao.com/item.htm?id=44526883706,立白生活馆,//shop72538947.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1qktxKVXXXXbXXFXXSutbFXXX.jpg,16664,meizhuangxihu,-1,915246232,5243943593782,5243943593782,282796
542,522647226345,奥妙洗衣液净蓝洁净12斤,69.90,129.00,//item.taobao.com/item.htm?id=522647226345,联合利华直营店,//jsxlz.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1fQzrKVXXXXb4XpXXSutbFXXX.jpg,1104769,meizhuangxihu,-1,862814688,5453041983782,5453041983782,282796
543,524103215754,送金纺/蓝月亮洗衣液,43.90,88.00,//item.taobao.com/item.htm?id=524103215754,艾寒宝贝生活馆,//bjtianmaoshangcheng.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1813WKFXXXXXeXVXXSutbFXXX.jpg,13991,meizhuangxihu,-1,818615672,5352560433782,5352560433782,282796
544,45855894067,蓝漂全效洗衣液10斤装,29.90,99.00,//item.taobao.com/item.htm?id=45855894067,沃尔玛居家生活馆,//shuxiuzhekou.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1fqXNKVXXXXXAXXXXSutbFXXX.jpg,11547,meizhuangxihu,-1,924891296,5230586403782,5230586403782,282796
545,44203607386,送2支牙刷 五大功效美白,39.90,138.00,//item.taobao.com/item.htm?id=44203607386,严迪品牌总店,//usayandy.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1qYhKKFXXXXXqXVXXSutbFXXX.jpg,28088,meizhuangxihu,-1,1591985599,5248661483782,5248661483782,282796
546,41716463484,云南白药牙膏7支超值组合,86.80,169.00,//item.taobao.com/item.htm?id=41716463484,乐蜂家居生活馆,//bjlefeng.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB15telKFXXXXXmXXXXSutbFXXX.jpg,30075,meizhuangxihu,-1,1056874921,5253085013782,5253085013782,282796
547,35682236846,意大利玛尔斯薄荷美白牙膏,38.80,75.00,//item.taobao.com/item.htm?id=35682236846,多多妈国际母婴店,//shop71263087.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1OBiuKVXXXXcLXpXXSutbFXXX.jpg,5893,meizhuangxihu,-1,754435508,5342348793782,5342348793782,282796
548,42694498068,泰国双莲植物牙膏牙刷5件,69.80,196.00,//item.taobao.com/item.htm?id=42694498068,海欧纳个护生活馆,//ikoong.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1.YmvKFXXXXajXVXXSutbFXXX.jpg,8327,meizhuangxihu,-1,12980320,5264705473782,5264705473782,282796
549,520923289216,纳美牙刷9支装送牙膏,33.60,65.90,//item.taobao.com/item.htm?id=520923289216,纳诺家居生活馆,//nanuo.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1HFJSKVXXXXcCXpXXSutbFXXX.jpg,16094,meizhuangxihu,-1,154046220,5283163093782,5283163093782,282796
550,523134712748,威猛先生除菌洁厕液4瓶,34.90,79.90,//item.taobao.com/item.htm?id=523134712748,九峰居家生活馆,//jiufengjujia.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1Bn4pKVXXXXbJXFXXSutbFXXX.jpg,25086,meizhuangxihu,-1,52689137,5223667673782,5223667673782,282796
551,524487302491,韩国山鬼洗衣机清洗剂6包,59.90,180.00,//item.taobao.com/item.htm?id=524487302491,蜜家公馆,//mijiagg520.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB19aCPKFXXXXb6XXXXSutbFXXX.jpg,498918,meizhuangxihu,-1,1862709135,5264842033782,5264842033782,282796
552,45085011954,高品质水立方无火香薰套装,49.00,99.00,//item.taobao.com/item.htm?id=45085011954,恒美家居生活馆,//shop103041993.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1_UpgKVXXXXXcaXXXSutbFXXX.jpg,2195,meizhuangxihu,-1,731150685,5282009893782,5282009893782,282796
553,13796566476,布艺沙发地毯清洁剂免水洗,76.00,302.00,//item.taobao.com/item.htm?id=13796566476,HOWARD中国,//hd021.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1.pNKKVXXXXboXXXXSutbFXXX.jpg,3918,meizhuangxihu,-1,827272833,5200745593782,5200745593782,282796
554,520994904052,威猛先生洁厕液4瓶超值装,19.84,32.00,//item.taobao.com/item.htm?id=520994904052,管掌柜百货商场,//gzgbh.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB12O8dKVXXXXaxaXXXSutbFXXX.jpg,20016,meizhuangxihu,-1,2184058841,5293003563782,5293003563782,282796
555,45359198022,德国大牌妮维雅男士洗面奶,35.00,44.50,//item.taobao.com/item.htm?id=45359198022,英酷男妆专柜正品,//engcool.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB14T0iKFXXXXcRXFXXSutbFXXX.jpg,73041,meizhuangxihu,-1,1878171550,5234464373782,5234464373782,282834
556,37662329719,曼秀雷敦冰爽活炭2瓶装,51.90,87.80,//item.taobao.com/item.htm?id=37662329719,怡然居化妆品批发,//yiranjv.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1WHI6KpXXXXXGXXXXSutbFXXX.jpg,7970,meizhuangxihu,-1,37107834,5212907583782,5212907583782,282834
557,520971257456,抢！锐度男士冬季护肤6件,58.00,159.00,//item.taobao.com/item.htm?id=520971257456,小妖精化妆正品店,//ruiduzhiyindian.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB17wksKFXXXXadaXXXSutbFXXX.jpg,13409,meizhuangxihu,-1,144359759,5209989083782,5209989083782,282834
558,522944496412,欧莱雅水能保湿护肤套装,149.00,229.00,//item.taobao.com/item.htm?id=522944496412,博尼达美妆,//bndmz.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1oBTbKFXXXXXfXVXXSutbFXXX.jpg,19004,meizhuangxihu,-1,664863402,5287742203782,5287742203782,282834
559,37684028902,御泥坊补水活力蚕丝14片,39.90,99.00,//item.taobao.com/item.htm?id=37684028902,御泥坊男士,//ynfnanshi.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1QTvjKFXXXXa3XXXXSutbFXXX.jpg,30482,meizhuangxihu,-1,1115048300,5276725433782,5276725433782,282834
560,43973136680,高夫经典保湿润肤露中油,52.00,88.00,//item.taobao.com/item.htm?id=43973136680,蓝宇天欣,//lanyutianxin.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1eS4VKFXXXXXjXXXXSutbFXXX.jpg,44176,meizhuangxihu,-1,28062405,5240144373782,5240144373782,282834
561,520754011032,欧莱雅男士洗面奶100m,28.90,45.00,//item.taobao.com/item.htm?id=520754011032,依依小女人美妆,//yylady.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1gawSKFXXXXcbXXXXSutbFXXX.jpg,6847,meizhuangxihu,-1,21134354,5294922913782,5294922913782,282834
562,1489191713,曼秀雷敦男士润肤乳50g,48.90,119.80,//item.taobao.com/item.htm?id=1489191713,天海蓝蓝美妆馆,//thll.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1X1x6KVXXXXc8XpXXSutbFXXX.jpg,1304,meizhuangxihu,-1,104280097,5397849793782,5397849793782,282834
563,2531129307,相宜本草男士乳液120g,29.00,68.00,//item.taobao.com/item.htm?id=2531129307,相宜本草护肤专柜,//xybcsh.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1C_fwKVXXXXX.XpXXSutbFXXX.jpg,291255,meizhuangxihu,-1,55118197,5452823973782,5452823973782,282834
564,37228376683,妮维雅小蓝管护肤套装,59.90,134.00,//item.taobao.com/item.htm?id=37228376683,天水坊1986,//tsf1986.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1wqcrKFXXXXa4aXXXSutbFXXX.jpg,1869,meizhuangxihu,-1,17080514,5204803573782,5204803573782,282834
565,16809119650,碧欧泉男士补水保湿洗面奶,155.00,240.00,//item.taobao.com/item.htm?id=16809119650,金鹰汇,//52eagles.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1sxz4KpXXXXXUXFXXSutbFXXX.jpg,7147,meizhuangxihu,-1,12490656,5197185613782,5197185613782,282834
566,21943583703,欧莱雅男士劲能醒肤露,62.90,98.00,//item.taobao.com/item.htm?id=21943583703,糖糖护肤管理专家,//kouhongsenlin.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1mLdJKFXXXXXcXXXXSutbFXXX.jpg,3953,meizhuangxihu,-1,35859166,5234344423782,5234344423782,282834
567,16598552811,兰蔻男士保湿面霜,279.00,398.00,//item.taobao.com/item.htm?id=16598552811,美之岛主,//meizhidaozhu.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1FQokKpXXXXaQXVXXSutbFXXX.jpg,4989,meizhuangxihu,-1,471482819,5203728253782,5203728253782,282834
568,5692944170,碧欧泉男士水动力保湿露,165.00,184.00,//item.taobao.com/item.htm?id=5692944170,奋斗时代,//fendoushidai.taobao.com/dc-3773.htm,//gw.alicdn.com/bao/uploaded/TB1QVHBKVXXXXcGXXXXSutbFXXX.jpg,1362,meizhuangxihu,-1,409229438,5453164033782,5453164033782,282834
